date;speed;78;64011;64022;64033;64044;delta64011;delta64022;delta64033;delta64044;vodo;lat;lon;dir;alt;engine_speed;distance_gps;201;202;203;204;210;211;212;213;214;215;ain1;ain2
2022-09-08 08:40:02.898;2;73759663809453242;348;7;96;387;0;0;0;0;0;52.4030950;31.0705766;289;117;;0;4530;0;1250;0;399;0;292;0;94;0;x;
2022-09-08 08:40:05.898;1;73759663809453242;348;7;96;387;0;0;0;0;0;52.4030800;31.0705633;289;117;;0.001897;4711;0;1298;0;413;0;292;0;94;0;x;
2022-09-08 08:40:08.898;1;73759663809454917;355;7;96;387;7;0;0;0;0;52.4030750;31.0705566;289;117;;0.000718;4891;0;1298;0;413;0;302;0;97;0;x;
2022-09-08 08:40:11.898;1;73759663809455908;359;7;96;387;4;0;0;0;0;52.4030616;31.0705700;289;117;;0.001746;4891;0;1346;0;428;0;313;0;97;0;x;
2022-09-08 08:40:14.898;1;73759664077891953;361;7;97;387;2;0;1;0;0;52.4030616;31.0705700;289;117;;0;5072;0;1394;0;428;0;313;0;100;0;x;
2022-09-08 08:40:17.898;2;73759664077892243;362;7;97;387;1;0;0;0;0;52.4030766;31.0705416;289;117;;0.002549;5072;0;1394;0;442;0;323;0;100;0;x;
2022-09-08 08:40:20.898;2;73759664077894348;370;7;97;387;8;0;0;0;0;52.4030766;31.0705416;289;117;;0;5252;0;1443;0;442;0;323;0;103;0;x;
2022-09-08 08:40:23.898;0;73759664077894673;372;7;97;387;2;0;0;0;1;52.4030683;31.0705183;289;118;;0.001831;5252;0;1443;0;457;0;334;0;106;0;x;
2022-09-08 08:40:26.898;0;73759664077895341;374;7;97;387;2;0;0;0;0;52.4030516;31.0705566;289;118;;0.003195;5433;0;1491;0;471;0;334;0;106;0;x;
2022-09-08 08:40:29.898;0;73759664077895341;374;7;97;387;0;0;0;0;0;52.4030516;31.0705783;289;118;;0.001473;5613;0;1491;0;471;0;344;0;109;0;x;
2022-09-08 08:40:32.902;0;73759664077895341;374;7;97;387;0;0;0;0;0;52.4029916;31.0705633;289;118;;0.006751;5613;0;1540;0;486;0;344;0;109;0;x;
2022-09-08 08:40:35.902;0;73759664077896915;380;7;97;387;6;0;0;0;0;52.4029650;31.0706066;289;118;;0.00417;5793;0;1540;0;486;0;355;0;112;0;x;
2022-09-08 08:40:38.902;0;73759664077897327;382;7;97;387;2;0;0;0;0;52.4029283;31.0705833;289;118;;0.004378;5793;0;1589;0;501;0;366;0;112;0;x;
2022-09-08 08:40:41.902;0;73759664077897327;382;7;97;387;0;0;0;0;0;52.4029316;31.0706000;289;118;;0.001191;5974;0;1637;0;501;0;366;0;116;0;x;
2022-09-08 08:40:44.902;0;73759664077897327;382;7;97;387;0;0;0;0;0;52.4029316;31.0706000;289;118;;0;5974;0;1637;0;515;0;377;0;116;0;x;
2022-09-08 08:40:47.902;2;73759664077897327;382;7;97;387;0;0;0;0;17;52.4029216;31.0705966;289;118;;0.001136;6154;0;1685;0;515;0;377;0;119;0;x;
2022-09-08 08:40:50.609;7;73759664077897327;382;7;97;387;0;0;0;0;0;52.4029016;31.0706966;165;119;;0.007141;6154;0;1685;0;530;0;387;0;122;0;x;
2022-09-08 08:40:53.902;5;73759664077897327;382;7;97;387;0;0;0;0;19;52.4029550;31.0709233;132;120;;0.016491;6335;0;1734;0;544;0;387;0;122;0;x;
2022-09-08 08:40:56.902;4;73759664077897327;382;7;97;387;0;0;0;0;10;52.4029316;31.0709200;132;120;;0.002612;6515;0;1734;0;544;0;398;0;125;0;x;
2022-09-08 08:40:59.902;0;73759664077897327;382;7;97;387;0;0;0;0;2;52.4029150;31.0709300;132;120;;0.001967;6515;0;1783;0;559;0;408;0;125;0;x;
2022-09-08 08:41:02.902;0;73759664077897327;382;7;97;387;0;0;0;0;0;52.4029333;31.0709050;132;121;;0.00265;6695;0;1783;0;559;0;408;0;128;0;x;
2022-09-08 08:41:05.902;0;73759664077900967;396;7;97;387;14;0;0;0;0;52.4029616;31.0708900;132;121;;0.003308;6695;0;1831;0;574;0;419;0;128;0;;
2022-09-08 08:41:08.902;0;73759664077901637;399;7;97;387;3;0;0;0;0;52.4029850;31.0708633;132;121;;0.003171;6876;0;1879;0;574;0;419;0;131;0;x;
2022-09-08 08:41:11.902;0;73759664077901637;399;7;97;387;0;0;0;0;0;52.4029900;31.0708633;132;121;;0.000556;6876;0;1879;0;588;0;429;0;134;0;x;
2022-09-08 08:41:14.902;1;73759664077901637;399;7;97;387;0;0;0;0;12;52.4029983;31.0708250;132;121;;0.002758;7057;0;1927;0;602;0;429;0;134;0;x;
2022-09-08 08:41:17.902;0;73759664077901637;399;7;97;387;0;0;0;0;2;52.4030066;31.0707683;132;122;;0.003957;7057;0;1927;0;602;0;440;0;137;0;x;
2022-09-08 08:41:20.902;1;73759664077901637;399;7;97;387;0;0;0;0;4;52.4030216;31.0707366;132;121;;0.002722;7236;0;1974;0;617;0;440;0;137;0;x;
2022-09-08 08:41:23.902;2;73759664077901637;399;7;97;387;0;0;0;0;4;52.4030366;31.0706966;132;121;;0.003186;7416;0;1974;0;617;0;450;0;141;0;x;
2022-09-08 08:41:26.902;4;73759664077901637;399;7;97;387;0;0;0;0;7;52.4030516;31.0705983;132;121;;0.006876;7416;0;2022;0;631;0;460;0;141;0;x;
2022-09-08 08:41:29.902;2;73759664077901637;399;7;97;387;0;0;0;0;3;52.4030416;31.0706083;132;120;;0.001303;7596;0;2070;0;631;0;460;0;144;0;x;
2022-09-08 08:41:32.902;2;73759664077901637;399;7;97;387;0;0;0;0;2;52.4030266;31.0706150;132;120;;0.001729;7596;0;2070;0;645;0;471;0;144;0;x;
2022-09-08 08:41:35.902;0;73759664338734883;399;1002;97;387;0;995;0;0;2;52.4030166;31.0706083;132;120;;0.001202;7777;0;2117;0;645;0;471;0;147;0;x;
2022-09-08 08:41:38.902;0;73759664077901637;399;7;97;387;0;-995;0;0;0;52.4030483;31.0705700;132;121;;0.00438;7777;0;2117;0;660;0;481;0;150;0;x;
2022-09-08 08:41:41.902;0;73759664077901637;399;7;97;387;0;0;0;0;0;52.4030566;31.0705683;132;121;;0.00093;7958;0;2166;0;674;0;481;0;150;0;x;
2022-09-08 08:41:44.902;0;73759664077901637;399;7;97;387;0;0;0;0;0;52.4030599;31.0705716;132;121;;0.00043;8137;0;2166;0;674;0;491;0;153;0;x;
2022-09-08 08:41:47.902;0;73759664077904825;411;7;97;387;12;0;0;0;0;52.4030566;31.0705683;132;121;;0.00043;8137;0;2214;0;689;0;491;0;153;0;x;
2022-09-08 08:41:50.902;0;73759664077905542;414;7;97;387;3;0;0;0;0;52.4030566;31.0705616;132;121;;0.000455;8319;0;2214;0;689;0;502;0;156;0;x;
2022-09-08 08:41:53.902;0;73759664077906587;418;7;97;387;4;0;0;0;0;52.4030566;31.0705650;132;121;;0.000231;8319;0;2261;0;703;0;512;0;156;0;x;
2022-09-08 08:41:56.902;0;73759664077908197;424;7;97;387;6;0;0;0;0;52.4030533;31.0705750;132;121;;0.000772;8499;0;2309;0;703;0;512;0;159;0;x;
2022-09-08 08:41:59.902;0;73759664077909124;428;7;97;387;4;0;0;0;0;52.4030533;31.0705783;132;121;;0.000224;8499;0;2309;0;717;0;523;0;162;0;x;
2022-09-08 08:42:02.902;1;73759664078171910;431;8;97;387;3;1;0;0;0;52.4030533;31.0705750;132;121;;0.000224;8679;0;2357;0;717;0;523;0;162;0;x;
2022-09-08 08:42:05.902;1;73759664078176155;447;8;97;387;16;0;0;0;5;52.4030533;31.0705866;132;121;;0.000787;8679;0;2357;0;732;0;533;0;165;0;x;
2022-09-08 08:42:08.902;2;73759664078177216;451;8;97;387;4;0;0;0;2;52.4030599;31.0706083;132;122;;0.001645;8860;0;2404;0;746;0;533;0;165;0;x;
2022-09-08 08:42:10.207;6;73764062124692224;467;8;97;388;16;0;0;1;1;52.4030766;31.0706116;82;122;;0.001871;8860;0;2404;0;746;0;543;0;165;0;x;
2022-09-08 08:42:11.902;7;73764062124692224;467;8;97;388;0;0;0;0;3;52.4030816;31.0706283;91;122;;0.001262;9028;0;2404;0;746;0;543;0;168;0;x;
2022-09-08 08:42:14.902;10;73772858217722435;498;8;97;390;31;0;0;2;6;52.4030883;31.0707150;91;122;;0.00593;9028;0;2452;0;765;0;570;0;168;0;x;
2022-09-08 08:42:17.902;14;73777256264242531;533;8;97;391;35;0;0;1;9;52.4030766;31.0708550;102;122;;0.009589;9286;0;2452;0;765;0;570;0;183;0;x;
2022-09-08 08:42:20.175;14;73781654310767038;585;8;97;392;52;0;0;1;8;52.4030466;31.0710066;118;123;;0.010815;9286;0;2582;0;832;0;620;0;183;0;x;
2022-09-08 08:42:22.175;12;73781654311031654;595;9;97;392;10;1;0;0;6;52.4030133;31.0710866;133;122;;0.006572;9286;0;2582;0;832;0;620;0;207;0;x;
2022-09-08 08:42:23.902;12;73781654311032409;598;9;97;392;3;0;0;0;7;52.4029916;31.0711216;137;123;;0.003386;9578;0;2711;0;832;0;620;0;207;0;x;
2022-09-08 08:42:25.167;13;73786052357808023;607;10;97;393;9;1;0;1;4;52.4029383;31.0711783;154;123;;0.007068;9578;0;2711;0;891;0;620;0;207;0;x;
