date;speed;78;64011;64022;64033;64044;delta64011;delta64022;delta64033;delta64044;vodo;lat;lon;dir;alt;engine_speed;distance_gps;201;202;203;204;210;211;212;213;214;215;ain1;ain2
2022-08-10 12:48:24.000;0;73495840328454303;784;975;316;327;0;0;0;0;;52.4337683;30.8966950;152;128;0;0;1662;0;2083;0;1156;0;2645;0;1496;0;x;
2022-08-10 12:48:27.000;0;73495840328509481;1000;975;316;327;216;0;0;0;;52.4337683;30.8966950;152;128;0;0;1662;0;2083;0;1156;0;2645;0;1496;0;x;
2022-08-10 12:48:30.000;0;73495840328454303;784;975;316;327;-216;0;0;0;;52.4337683;30.8966950;152;128;0;0;1662;0;2083;0;1156;0;2645;0;1496;0;x;
2022-08-10 12:48:33.000;0;73495840328454303;784;975;316;327;0;0;0;0;;52.4337683;30.8966950;152;128;0;0;1662;0;2083;0;1156;0;2645;0;1496;0;x;
2022-08-10 12:48:36.000;0;73495840328454303;784;975;316;327;0;0;0;0;;52.4337683;30.8966950;152;128;0;0;1662;0;2083;0;1156;0;2645;0;1496;0;x;
2022-08-10 12:48:39.000;0;73495840328454303;784;975;316;327;0;0;0;0;;52.4337683;30.8966950;152;128;0;0;1662;0;2083;0;1156;0;2645;0;1496;0;x;
2022-08-10 12:48:42.000;0;73495840328509481;1000;975;316;327;216;0;0;0;;52.4337683;30.8966950;152;128;0;0;1662;0;2083;0;1156;0;2645;0;1496;0;x;
2022-08-10 12:48:45.000;0;73495840328454303;784;975;316;327;-216;0;0;0;;52.4337683;30.8966950;152;128;0;0;1662;0;2083;0;1156;0;2645;0;1496;0;x;
2022-08-10 12:48:48.000;0;73495840328454303;784;975;316;327;0;0;0;0;;52.4337683;30.8966950;152;128;0;0;1662;0;2083;0;1156;0;2645;0;1496;0;x;
2022-08-10 12:48:51.000;0;73495840328454303;784;975;316;327;0;0;0;0;;52.4337683;30.8966950;152;128;0;0;1662;0;2083;0;1156;0;2645;0;1496;0;x;
2022-08-10 12:48:54.000;0;73495840328454303;784;975;316;327;0;0;0;0;;52.4337683;30.8966950;152;128;0;0;1662;0;2083;0;1156;0;2645;0;1496;0;x;
2022-08-10 12:48:57.000;0;73495840328509481;1000;975;316;327;216;0;0;0;;52.4337683;30.8966950;152;128;0;0;1662;0;2083;0;1156;0;2645;0;1496;0;x;
2022-08-10 12:49:00.000;0;73495840328454303;784;975;316;327;-216;0;0;0;;52.4337683;30.8966950;152;128;0;0;1662;0;2083;0;1156;0;2645;0;1496;0;x;
2022-08-10 12:49:03.000;0;73495840328454303;784;975;316;327;0;0;0;0;;52.4337683;30.8966950;152;128;0;0;1662;0;2083;0;1156;0;2645;0;1496;0;x;
2022-08-10 12:49:06.000;0;73495840328454303;784;975;316;327;0;0;0;0;;52.4337683;30.8966950;152;128;0;0;1662;0;2083;0;1156;0;2645;0;1496;0;x;
2022-08-10 12:49:09.000;0;73495840328454303;784;975;316;327;0;0;0;0;;52.4337683;30.8966950;152;128;0;0;1662;0;2083;0;1156;0;2645;0;1496;0;x;
2022-08-10 12:49:12.000;0;73495840328454593;785;975;316;327;1;0;0;0;;52.4337683;30.8966950;152;128;0;0;1662;0;2083;0;1156;0;2645;0;1496;0;x;
2022-08-10 12:49:15.000;0;73495840328454691;786;975;316;327;1;0;0;0;;52.4337683;30.8966950;152;128;0;0;1662;0;2083;0;1156;0;2645;0;1496;0;x;
2022-08-10 12:49:18.000;0;73495840328454691;786;975;316;327;0;0;0;0;;52.4337683;30.8966950;152;128;0;0;1662;0;2083;0;1156;0;2645;0;1496;0;x;
2022-08-10 12:49:21.000;0;73495840328454691;786;975;316;327;0;0;0;0;;52.4337683;30.8966950;152;128;0;0;1662;0;2083;0;1156;0;2645;0;1496;0;x;
2022-08-10 12:49:24.000;0;73495840328454691;786;975;316;327;0;0;0;0;;52.4337683;30.8966950;152;128;0;0;1662;0;2083;0;1156;0;2645;0;1496;0;x;
