date,speed,rowdata,z,y,x_m,x_p,delta64011,delta64022,delta64033,delta64044,vodo,lat,lon,dir,alt,engine_speed,distance_gps,sum_ES,mark_ind1,sum_ES_APP,mark_ind2,sum_ES_2_APP,mark_ind3,sum_ES_APP_2,mark_ind4,sum_ES_2_APP_2,mark_ind5,AnIn1,AnIn2,consum_l,consum_t
2022-08-10 11:56:47.000,0,72101576656176863,582,21,8,10,0,0,0,0,,52.434875,30.8931966,0,123,0,0.0,58,0,29,0,8,0,12,0,3,0,x,,0.0,0.0
2022-08-10 11:56:50.000,0,72101576656177344,584,21,8,10,2,0,0,0,,52.43488,30.89319,0,124,0,0.000714,58,0,29,0,9,0,12,0,3,0,x,,0.0,0.0
2022-08-10 11:56:53.000,0,72101576656182332,604,21,8,10,20,0,0,0,,52.4348883,30.8931883,0,122,0,0.00093,60,0,30,0,9,0,12,0,3,0,x,,0.0,0.0
2022-08-10 11:56:56.000,2,72101576656183965,610,21,8,10,6,0,0,0,,52.4349333,30.8931216,295,125,0,0.006746,60,0,30,0,9,0,13,0,4,0,x,,0.7086211977468129,0.0015934528666666664
2022-08-10 11:56:59.000,4,72110372749217739,655,21,8,12,45,0,0,2,,52.4349866,30.893025,254,127,0,0.008835,62,0,32,0,10,0,13,0,4,0,x,,-0.18429337860780978,-0.0005427439999999997
2022-08-10 11:57:02.000,9,72110372749222057,672,21,8,12,17,0,0,0,,52.43502,30.8929266,291,127,0,0.007637,64,0,32,0,10,0,14,0,4,0,x,,0.630311902579547,0.0016045639999999997
2022-08-10 11:57:05.000,13,72114770796022510,778,22,8,13,106,1,0,1,,52.4350499,30.8928166,306,126,0,0.008167,64,0,34,0,11,0,19,0,4,0,x,,2.747670870576711,0.0074800759999999996
2022-08-10 11:57:08.000,17,72119168843068136,818,24,8,14,40,2,0,1,,52.435135,30.892675,322,126,0,0.013483,67,0,40,0,11,0,19,0,8,0,x,,1.4482707409330269,0.0065090114666666666
2022-08-10 11:57:11.000,16,72123566890641057,870,28,8,15,52,4,0,1,,52.43524,30.8925216,317,126,0,0.01564,67,0,40,0,14,0,26,0,11,0,x,,0.5786943606138105,0.003016926599999999
2022-08-10 11:57:14.000,16,72123567159339821,875,29,9,15,5,1,1,0,,52.435335,30.8923783,317,127,0,0.014355,70,0,43,0,14,0,26,0,11,0,x,,0.6847916405433646,0.003276728
2022-08-10 11:57:17.000,19,72123567427781893,901,29,10,15,26,0,1,0,,52.4354666,30.89219,313,128,0,0.019424,70,0,43,0,15,0,32,0,14,0,x,,1.060567535008237,0.0068668212666666666
2022-08-10 11:57:20.000,28,72123567427784135,909,29,10,15,8,0,0,0,,52.4356183,30.8919633,315,129,0,0.022826,72,0,49,0,19,0,32,0,14,0,x,,-0.5724342416542538,-0.004355461333333332
2022-08-10 11:57:23.000,33,72127965474297300,917,29,10,16,8,0,0,1,,52.4357783,30.8916783,310,129,0,0.026271,76,0,49,0,19,0,47,0,24,0,x,,2.735794069506299,0.023957348666666663
2022-08-10 11:57:26.000,33,72127965474301910,935,29,10,16,18,0,0,0,,52.4359433,30.891355,308,130,0,0.02859,76,0,56,0,23,0,47,0,24,0,x,,-0.3424153899965022,-0.0032632186666666655
2022-08-10 11:57:29.000,32,72127965474313420,980,29,10,16,45,0,0,0,,52.4360799,30.89104,302,130,0,0.026212,79,0,56,0,23,0,52,0,26,0,x,,0.9156795818708988,0.008000597733333333
2022-08-10 11:57:32.000,35,72127965742764681,18,30,11,16,-962,1,1,0,,52.4362183,30.8906966,302,130,0,0.027914,79,0,60,0,25,0,61,0,26,0,x,,1.4353644766067206,0.013355587999999998
2022-08-10 11:57:35.000,39,72127965742767988,31,30,11,16,13,0,0,0,,52.4363566,30.8903033,298,129,0,0.030787,82,0,67,0,25,0,61,0,31,0,x,,0.7396118166758697,0.007590143000000001
2022-08-10 11:57:38.000,41,72127965743035025,50,31,11,16,19,1,0,0,,52.4364933,30.8898566,295,130,0,0.033892,82,0,67,0,29,0,74,0,38,0,x,,0.8738908946063968,0.009872636733333332
2022-08-10 11:57:41.000,41,72127965743036334,55,31,11,16,5,0,0,0,,52.43661,30.88938,290,129,0,0.034827,86,0,73,0,33,0,74,0,38,0,x,,-0.3751797168863238,-0.004355461333333332
2022-08-10 11:57:44.000,41,72127965743038859,65,31,11,16,10,0,0,0,,52.4367116,30.8888916,287,129,0,0.034992,86,0,73,0,33,0,80,0,42,0,x,,0.8215826017375398,0.009582939466666666
2022-08-10 11:57:47.000,39,72127966011476762,75,31,12,16,10,0,1,0,,52.4368066,30.8884183,287,130,0,0.033788,90,0,77,0,35,0,80,0,42,0,x,,-0.0963793062625784,-0.0010854879999999995
