date;speed;78;64011;64022;64033;64044;delta64011;delta64022;delta64033;delta64044;vodo;lat;lon;dir;alt;engine_speed;distance_gps;201;202;203;204;210;211;212;213;214;215;ain1;ain2
2022-08-10 11:56:47.000;0;72101576656176863;582;21;8;10;0;0;0;0;;52.4348750;30.8931966;0;123;0;0;58;0;29;0;8;0;12;0;3;0;x;
2022-08-10 11:56:50.000;0;72101576656177344;584;21;8;10;2;0;0;0;;52.4348800;30.8931900;0;124;0;0.000714;58;0;29;0;9;0;12;0;3;0;x;
2022-08-10 11:56:53.000;0;72101576656182332;604;21;8;10;20;0;0;0;;52.4348883;30.8931883;0;122;0;0.00093;60;0;30;0;9;0;12;0;3;0;x;
2022-08-10 11:56:56.000;2;72101576656183965;610;21;8;10;6;0;0;0;;52.4349333;30.8931216;295;125;0;0.006746;60;0;30;0;9;0;13;0;4;0;x;
2022-08-10 11:56:59.000;4;72110372749217739;655;21;8;12;45;0;0;2;;52.4349866;30.8930250;254;127;0;0.008835;62;0;32;0;10;0;13;0;4;0;x;
2022-08-10 11:57:02.000;9;72110372749222057;672;21;8;12;17;0;0;0;;52.4350200;30.8929266;291;127;0;0.007637;64;0;32;0;10;0;14;0;4;0;x;
2022-08-10 11:57:05.000;13;72114770796022510;778;22;8;13;106;1;0;1;;52.4350499;30.8928166;306;126;0;0.008167;64;0;34;0;11;0;19;0;4;0;x;
2022-08-10 11:57:08.000;17;72119168843068136;818;24;8;14;40;2;0;1;;52.4351350;30.8926750;322;126;0;0.013483;67;0;40;0;11;0;19;0;8;0;x;
2022-08-10 11:57:11.000;16;72123566890641057;870;28;8;15;52;4;0;1;;52.4352400;30.8925216;317;126;0;0.01564;67;0;40;0;14;0;26;0;11;0;x;
2022-08-10 11:57:14.000;16;72123567159339821;875;29;9;15;5;1;1;0;;52.4353350;30.8923783;317;127;0;0.014355;70;0;43;0;14;0;26;0;11;0;x;
2022-08-10 11:57:17.000;19;72123567427781893;901;29;10;15;26;0;1;0;;52.4354666;30.8921900;313;128;0;0.019424;70;0;43;0;15;0;32;0;14;0;x;
2022-08-10 11:57:20.000;28;72123567427784135;909;29;10;15;8;0;0;0;;52.4356183;30.8919633;315;129;0;0.022826;72;0;49;0;19;0;32;0;14;0;x;
