date;speed;78;64011;64022;64033;64044;delta64011;delta64022;delta64033;delta64044;vodo;lat;lon;dir;alt;engine_speed;distance_gps;201;202;203;204;210;211;212;213;214;215;ain1;ain2
2022-09-08 10:50:00.125;61;75105557015445021;62;932;434;693;0;0;0;0;51;52.8841966;31.0332700;283;137;;0;603;13;16621;9;24260;5;7401;6;24694;3;x;
2022-09-08 10:50:03.125;60;75105557015708285;66;933;434;693;4;1;0;0;50;52.8842983;31.0325466;283;137;;0.049853;603;13;16621;9;24456;5;7585;6;24813;3;x;
2022-09-08 10:50:06.125;60;75105557015971409;70;934;434;693;4;1;0;0;49;52.8844066;31.0318283;284;137;;0.049692;989;13;16943;9;24672;5;7585;6;24813;3;x;
2022-09-08 10:50:09.125;61;75105557016233780;71;935;434;693;1;1;0;0;50;52.8845183;31.0311066;284;137;;0.050006;1376;13;16943;9;24672;5;7849;6;24982;3;x;
2022-09-08 10:50:12.125;61;75109955062745832;74;935;434;694;3;0;0;1;52;52.8846283;31.0303633;284;138;;0.051366;1376;13;17281;9;24884;5;7849;6;24982;3;x;
2022-09-08 10:50:15.125;61;75109955062746475;77;935;434;694;3;0;0;0;49;52.8847183;31.0296450;283;138;;0.049238;1768;13;17281;9;24884;5;8058;6;25110;3;x;
2022-09-08 10:50:18.125;62;75109955062747147;80;935;434;694;3;0;0;0;51;52.8848300;31.0289100;284;136;;0.050871;1768;13;17586;9;25086;5;8259;6;25110;3;;
2022-09-08 10:50:21.125;62;75109955062748266;84;935;434;694;4;0;0;0;53;52.8849566;31.0281516;284;135;;0.052813;2165;13;17928;9;25086;5;8259;6;25251;3;x;
2022-09-08 10:50:24.125;62;75109955062749813;90;935;434;694;6;0;0;0;54;52.8850849;31.0273750;285;136;;0.05404;2165;13;17928;9;25325;5;8553;6;25455;3;x;
2022-09-08 10:50:27.125;63;75109955063013162;95;936;434;694;5;1;0;0;51;52.8851916;31.0266233;284;137;;0.051828;2569;13;18346;9;25325;5;8553;6;25455;3;x;
2022-09-08 10:50:30.125;64;75109955063013771;97;936;434;694;2;0;0;0;54;52.8853183;31.0258566;284;136;;0.053352;2569;13;18346;9;25612;5;8924;6;25708;3;x;
2022-09-08 10:50:33.125;65;75109955063014199;99;936;434;694;2;0;0;0;55;52.8854400;31.0250650;284;136;;0.054826;2982;13;18778;9;25904;5;8924;6;25708;3;x;
2022-09-08 10:50:36.125;65;75109955063014920;102;936;434;694;3;0;0;0;54;52.8855549;31.0242733;283;137;;0.05465;3395;13;18778;9;25904;5;9258;6;25928;3;x;
2022-09-08 10:50:39.125;64;75109955063278224;106;937;434;694;4;1;0;0;56;52.8856783;31.0234733;283;137;;0.055418;3395;13;19180;9;26181;5;9573;6;25928;3;x;
2022-09-08 10:50:42.125;64;75109955063278867;109;937;434;694;3;0;0;0;53;52.8857950;31.0226983;283;137;;0.053609;3808;13;19180;9;26181;5;9573;6;26145;3;x;
2022-09-08 10:50:45.125;64;75109955063279731;112;937;434;694;3;0;0;0;53;52.8859083;31.0219400;284;138;;0.05243;3808;13;19579;9;26455;5;9889;6;26145;3;x;
2022-09-08 10:50:48.125;63;75109955063280658;116;937;434;694;4;0;0;0;52;52.8860233;31.0211816;284;139;;0.052482;4218;13;19981;9;26455;5;9889;6;26358;3;x;
2022-09-08 10:50:51.125;63;75109955063543741;119;938;434;694;3;1;0;0;53;52.8861416;31.0204233;284;138;;0.052566;4218;13;19981;9;26732;5;10221;6;26576;3;x;
2022-09-08 10:50:54.125;63;75109955063544606;123;938;434;694;4;0;0;0;53;52.8862533;31.0196483;284;138;;0.053477;4625;13;20387;9;27006;5;10221;6;26576;3;x;
2022-09-08 10:50:57.125;63;75109955063545377;126;938;434;694;3;0;0;0;53;52.8863666;31.0188800;284;138;;0.053081;4625;13;20387;9;27006;5;10552;6;26802;3;x;
2022-09-08 10:51:00.125;62;75109955063547253;133;938;434;694;7;0;0;0;53;52.8864866;31.0181216;283;139;;0.05262;5032;13;20793;9;27276;5;10552;6;26802;3;x;
2022-09-08 10:51:03.125;62;75109955063548778;139;938;434;694;6;0;0;0;51;52.8866016;31.0173850;284;140;;0.051064;5428;13;20793;9;27276;5;10873;6;27007;3;x;
2022-09-08 10:51:06.125;60;75109955063549707;143;938;434;694;4;0;0;0;35;52.8867199;31.0166300;283;140;;0.052351;5428;13;21167;9;27518;5;11160;6;27007;3;x;
2022-09-08 10:51:09.125;58;75109955063550571;146;938;434;694;3;0;0;0;67;52.8868300;31.0159100;282;142;;0.049849;5810;13;21544;9;27518;5;11160;6;27195;3;x;
2022-09-08 10:51:12.125;57;75109955063551498;150;938;434;694;4;0;0;0;48;52.8869200;31.0152183;284;144;;0.047489;5810;13;21544;9;27757;5;11474;6;27195;3;x;
2022-09-08 10:51:15.125;55;75109955063814190;152;939;434;694;2;1;0;0;31;52.8870283;31.0145616;283;144;;0.045689;6177;13;21899;9;27757;5;11474;6;27377;3;x;
2022-09-08 10:51:18.125;55;75109955063814802;154;939;434;694;2;0;0;0;60;52.8871166;31.0138966;284;146;;0.045698;6177;13;21899;9;27967;5;11750;6;27539;3;x;
2022-09-08 10:51:21.125;55;75109955063815247;156;939;434;694;2;0;0;0;45;52.8872166;31.0132433;283;146;;0.045233;6531;13;22255;9;28175;5;11750;6;27539;3;x;
2022-09-08 10:51:24.125;55;75109955063815923;158;939;434;694;2;0;0;0;47;52.8873200;31.0125733;283;146;;0.046413;6883;13;22255;9;28175;5;12045;6;27711;3;x;
2022-09-08 10:51:27.125;56;75109955063816274;160;939;434;694;2;0;0;0;47;52.8874283;31.0118866;284;147;;0.047634;6883;13;22610;9;28384;5;12045;6;27711;3;x;
2022-09-08 10:51:30.125;56;75109955063816942;162;939;434;694;2;0;0;0;47;52.8875300;31.0112066;284;147;;0.047017;7242;13;22610;9;28384;5;12324;6;27869;3;x;
2022-09-08 10:51:33.128;56;75109955063818384;168;939;434;694;6;0;0;0;46;52.8876266;31.0105500;283;147;;0.045357;7242;13;22948;9;28586;5;12578;6;27869;3;x;
2022-09-08 10:51:36.128;57;75109955063819505;172;939;434;694;4;0;0;0;47;52.8877300;31.0098583;284;148;;0.047825;7607;13;23297;9;28586;5;12578;6;28024;3;x;
2022-09-08 10:51:39.128;57;75109955063820495;176;939;434;694;4;0;0;0;48;52.8878316;31.0091700;284;148;;0.047555;7607;13;23297;9;28803;5;12859;6;28024;3;x;
